case_id,sanctuary_id,case_type,region,state,resource_type,candidate_evidence_count,family_counts,query_text,target_evidence_ids
case_0e51847b5462c079,sanctuary_c2886c4da7f5f0,operations_facility_route,1,ID,FSA,11,BUILDING:1; GATE:4; PROPERTY:5; WATER_POINT:1,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 11 candidate evidence rows with family counts: BUILDING:1; GATE:4; PROPERTY:5; WATER_POINT:1.",ev_property_6fdbd3f3744165ff | ev_building_8b06f709932a4cae | ev_gate_74358efda74f6f6f | ev_water_point_a633cdb8a6e96f28
case_0e9da095527a1a8e,sanctuary_87d70f53bba05c,operations_facility_route,4,AR,NWR,89,ACCESS:2; BUILDING:2; GATE:24; PARKING:13; PROPERTY:28; ROAD:5; TRAIL:2; TRAIL_NOTE:2; WATER_LINE:11,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 89 candidate evidence rows with family counts: ACCESS:2; BUILDING:2; GATE:24; PARKING:13; PROPERTY:28; ROAD:5; TRAIL:2; TRAIL_NOTE:2; WATER_LINE:11.",ev_property_5372e15c40aa79a6 | ev_building_9b718dd16c96d8dc | ev_gate_a9c1805859e81227 | ev_road_1c6b1e62941e74de | ev_water_line_7865fde07970b632
case_0ed4b90efbe99e6c,sanctuary_f95868d7480b5b,visitor_access_route,1,OR,NWR,116,ACCESS:4; BLIND:5; BUILDING:7; GATE:18; PARKING:5; PROPERTY:37; ROAD:4; TRAIL:23; TRAIL_NOTE:2; WATER_LINE:11,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 116 candidate evidence rows with family counts: ACCESS:4; BLIND:5; BUILDING:7; GATE:18; PARKING:5; PROPERTY:37; ROAD:4; TRAIL:23; TRAIL_NOTE:2; WATER_LINE:11.",ev_trail_9dab105ba7bc00c7 | ev_trail_note_c004ea8594280232 | ev_parking_bfc46b731135e780 | ev_road_685d30106fa2c60e | ev_access_ebc0cbeb0eb9d7da | ev_building_e68fe521181277d0
case_0f1e7463144c6543,sanctuary_7221541ab5084a,hydrology_repair_route,5,PA,NWR,162,ACCESS:10; BLIND:1; BUILDING:4; GATE:14; PARKING:33; PROPERTY:61; ROAD:1; TRAIL:19; TRAIL_NOTE:7; WATER_LINE:12,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 162 candidate evidence rows with family counts: ACCESS:10; BLIND:1; BUILDING:4; GATE:14; PARKING:33; PROPERTY:61; ROAD:1; TRAIL:19; TRAIL_NOTE:7; WATER_LINE:12.",ev_water_line_7cf0c29252198302 | ev_access_aa438c3dae9ad008 | ev_gate_5b8d84dafbae1ac2 | ev_road_0b3dfcd3c9aed7cf | ev_parking_904da2b201ea6384
case_0f5b8afdfd3f43a0,sanctuary_03adf75cc4c97a,visitor_access_route,4,MS,NWR,235,ACCESS:13; BUILDING:1; GATE:13; PARKING:25; PROPERTY:67; ROAD:14; TRAIL:30; TRAIL_NOTE:23; WATER_LINE:49,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 235 candidate evidence rows with family counts: ACCESS:13; BUILDING:1; GATE:13; PARKING:25; PROPERTY:67; ROAD:14; TRAIL:30; TRAIL_NOTE:23; WATER_LINE:49.",ev_trail_34d73333bffc4ede | ev_trail_note_ff59ae3598921790 | ev_parking_b88cd4817823529e | ev_road_3eea038513cc81e1 | ev_access_f0f09a1be2fbaceb | ev_building_814dfeac765e3676
case_0f648fdb5219441e,sanctuary_e88f71687f1705,visitor_access_route,8,CA,NWR,40,BUILDING:7; GATE:8; PARKING:2; PROPERTY:9; ROAD:1; TRAIL:8; TRAIL_NOTE:5,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 40 candidate evidence rows with family counts: BUILDING:7; GATE:8; PARKING:2; PROPERTY:9; ROAD:1; TRAIL:8; TRAIL_NOTE:5.",ev_trail_4318d9ed680b19f0 | ev_trail_note_96fe5830acefb739 | ev_parking_552fa52071f7b64b | ev_road_71f3a27eadb9b9fb | ev_building_15b7d228818c7a8c
case_0f9982d91e81ffcb,sanctuary_6b3f424f450598,hydrology_repair_route,3,WI,NWR,39,ACCESS:5; BUILDING:3; GATE:7; PARKING:8; PROPERTY:13; TRAIL:2; TRAIL_NOTE:1,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 39 candidate evidence rows with family counts: ACCESS:5; BUILDING:3; GATE:7; PARKING:8; PROPERTY:13; TRAIL:2; TRAIL_NOTE:1.",ev_access_9f573b72ea5eda63 | ev_gate_82d8b52b4a73f6ef | ev_parking_dcd8f2e4a968ebc0
case_0f9b638882a70325,sanctuary_84b2c9cfba3b28,visitor_access_route,1,OR,NWR,20,ACCESS:1; BUILDING:2; GATE:1; PARKING:2; PROPERTY:6; TRAIL:5; TRAIL_NOTE:3,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 20 candidate evidence rows with family counts: ACCESS:1; BUILDING:2; GATE:1; PARKING:2; PROPERTY:6; TRAIL:5; TRAIL_NOTE:3.",ev_trail_899d3c11b8fb3f66 | ev_trail_note_6c092fd8f3e7bee1 | ev_parking_63b4615ab1e3625e | ev_access_0310a498ab9dc5f4 | ev_building_8b24052625d821b4
case_10005383e1fcbadc,sanctuary_b68eebea336cbe,visitor_access_route,4,AL,NWR,110,GATE:28; PARKING:10; PROPERTY:16; ROAD:4; TRAIL:29; TRAIL_NOTE:23,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 110 candidate evidence rows with family counts: GATE:28; PARKING:10; PROPERTY:16; ROAD:4; TRAIL:29; TRAIL_NOTE:23.",ev_trail_1b643df59b97302b | ev_trail_note_edc3c799df7342a3 | ev_parking_a40f2e3571964527 | ev_road_94818fc15c216c67
case_103305d7cb720091,sanctuary_c40a40fbd98d70,visitor_access_route,6,MT,NWR,90,ACCESS:2; BUILDING:6; GATE:2; PARKING:19; PROPERTY:33; ROAD:6; TRAIL:5; TRAIL_NOTE:2; WATER_LINE:15,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 90 candidate evidence rows with family counts: ACCESS:2; BUILDING:6; GATE:2; PARKING:19; PROPERTY:33; ROAD:6; TRAIL:5; TRAIL_NOTE:2; WATER_LINE:15.",ev_trail_9212554482d73794 | ev_trail_note_47434530295d0aa2 | ev_parking_181883824fec0e36 | ev_road_d4deb850ded1badb | ev_access_493b2caaf8ea3e7f | ev_building_47af7d987c6a51ee
case_10551d86d9a66d4a,sanctuary_e93e6bb46c59d6,visitor_access_route,3,WI,NWR,133,ACCESS:8; BUILDING:6; GATE:32; PARKING:14; PROPERTY:32; ROAD:10; TRAIL:21; TRAIL_NOTE:10,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 133 candidate evidence rows with family counts: ACCESS:8; BUILDING:6; GATE:32; PARKING:14; PROPERTY:32; ROAD:10; TRAIL:21; TRAIL_NOTE:10.",ev_trail_c93b153b4c057771 | ev_trail_note_25365f1c594e349f | ev_parking_210597a8cbf97fba | ev_road_9ec46ebbf90859ba | ev_access_45d4dc6193d28b2c | ev_building_b96292244405660d
case_10587ab6ce9c1d02,sanctuary_3d819ce9bf81e3,hydrology_repair_route,2,TX,NWR,48,BUILDING:2; GATE:2; PARKING:7; PROPERTY:14; ROAD:11; TRAIL:7; TRAIL_NOTE:5,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 48 candidate evidence rows with family counts: BUILDING:2; GATE:2; PARKING:7; PROPERTY:14; ROAD:11; TRAIL:7; TRAIL_NOTE:5.",ev_gate_8fa0576a0ed28275 | ev_road_64d139b93e13a20d | ev_parking_10f72d42e7335a42
case_1088217b6c5c3e71,sanctuary_edd59f783f3a05,operations_facility_route,4,LA,NWR,100,ACCESS:4; BUILDING:1; GATE:22; PARKING:8; PROPERTY:25; ROAD:6; TRAIL:20; TRAIL_NOTE:14,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 100 candidate evidence rows with family counts: ACCESS:4; BUILDING:1; GATE:22; PARKING:8; PROPERTY:25; ROAD:6; TRAIL:20; TRAIL_NOTE:14.",ev_property_ec1e3b7e37a348e2 | ev_building_b172a735aefc309a | ev_gate_7949f50dd9928a75 | ev_road_48efffb54226d333
case_112e1aaab5c72692,sanctuary_6d099ec31ddc39,visitor_access_route,6,CO,NWR,83,ACCESS:4; BLIND:1; BUILDING:3; GATE:16; PARKING:1; PROPERTY:30; TRAIL:22; TRAIL_NOTE:2; WATER_LINE:4,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 83 candidate evidence rows with family counts: ACCESS:4; BLIND:1; BUILDING:3; GATE:16; PARKING:1; PROPERTY:30; TRAIL:22; TRAIL_NOTE:2; WATER_LINE:4.",ev_trail_81d679b61ee2e682 | ev_trail_note_e7fef1d8ac7555c6 | ev_parking_c94a84aa54408f8a | ev_access_195188e16aef5a88 | ev_building_29aec087d01cb953 | ev_blind_cfbf3843344c9f02
case_113093108627646d,sanctuary_151ef2c62cda4d,visitor_access_route,6,UT,NWR,297,BLIND:6; BUILDING:2; GATE:4; PARKING:18; PROPERTY:19; ROAD:16; WATER_LINE:214; WATER_POINT:18,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 297 candidate evidence rows with family counts: BLIND:6; BUILDING:2; GATE:4; PARKING:18; PROPERTY:19; ROAD:16; WATER_LINE:214; WATER_POINT:18.",ev_parking_baf64f3d6a343199 | ev_road_395817e228914f35 | ev_building_b333059ba8a7888e | ev_blind_c24133c2bccb9b5d
case_114172bec1717f9c,sanctuary_2098d7341098db,hydrology_repair_route,8,NV,NWR,129,BLIND:1; BUILDING:6; PARKING:26; PROPERTY:57; ROAD:14; TRAIL:6; TRAIL_NOTE:5; WATER_LINE:14,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 129 candidate evidence rows with family counts: BLIND:1; BUILDING:6; PARKING:26; PROPERTY:57; ROAD:14; TRAIL:6; TRAIL_NOTE:5; WATER_LINE:14.",ev_water_line_4239a06aa7b232ed | ev_road_2587967539645fbd | ev_parking_12983bc2f7a4cda1
case_1157fcaca49c15c9,sanctuary_1fe538b9e6d7b2,operations_facility_route,8,CA,NWR,74,ACCESS:10; BLIND:1; BUILDING:3; GATE:10; PROPERTY:21; TRAIL:22; TRAIL_NOTE:7,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 74 candidate evidence rows with family counts: ACCESS:10; BLIND:1; BUILDING:3; GATE:10; PROPERTY:21; TRAIL:22; TRAIL_NOTE:7.",ev_property_c9e424a06e190268 | ev_building_6c8c89777ebb0225 | ev_gate_58873eee61915f09
case_11c451484ab565b0,sanctuary_fa35ed3e82b4b0,operations_facility_route,4,MS,NWR,18,GATE:2; PARKING:2; PROPERTY:5; ROAD:2; TRAIL:2; TRAIL_NOTE:2; WATER_LINE:3,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 18 candidate evidence rows with family counts: GATE:2; PARKING:2; PROPERTY:5; ROAD:2; TRAIL:2; TRAIL_NOTE:2; WATER_LINE:3.",ev_property_6652f4b86c1c48c1 | ev_gate_b3429d389a3caa80 | ev_road_e17aa5e13f18b4b1 | ev_water_line_66bcb3a714dffb50
case_123997392e3787f4,sanctuary_4b953cc3ce7bf8,hydrology_repair_route,2,OK,NWR,133,ACCESS:2; BUILDING:7; GATE:6; PARKING:35; PROPERTY:53; ROAD:11; TRAIL:14; TRAIL_NOTE:5,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 133 candidate evidence rows with family counts: ACCESS:2; BUILDING:7; GATE:6; PARKING:35; PROPERTY:53; ROAD:11; TRAIL:14; TRAIL_NOTE:5.",ev_access_f7386165469a57e0 | ev_gate_74df568c9538cb9c | ev_road_21168de934ce7be6 | ev_parking_b06b3894ca87e377
case_125292400b4a9391,sanctuary_c7f520c76134bc,operations_facility_route,1,ID,NFH,15,BUILDING:4; GATE:2; PARKING:1; PROPERTY:8,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 15 candidate evidence rows with family counts: BUILDING:4; GATE:2; PARKING:1; PROPERTY:8.",ev_property_26e9991dd78bc0ea | ev_building_ab4a0a85d2fa9f3e | ev_gate_ecb9f1e2110ccdd2
case_12a3fc2f3aeb1de5,sanctuary_fd7ec142930e94,visitor_access_route,2,OK,NWR,10,BUILDING:1; PARKING:4; PROPERTY:3; TRAIL:1; TRAIL_NOTE:1,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 10 candidate evidence rows with family counts: BUILDING:1; PARKING:4; PROPERTY:3; TRAIL:1; TRAIL_NOTE:1.",ev_trail_d284f740158a89b0 | ev_trail_note_f08f68233ee189a4 | ev_parking_6a9c783e039e7c6b | ev_building_8e7de1bff3e896c3
case_12ba82a1d815a9a4,sanctuary_1fe538b9e6d7b2,visitor_access_route,8,CA,NWR,74,ACCESS:10; BLIND:1; BUILDING:3; GATE:10; PROPERTY:21; TRAIL:22; TRAIL_NOTE:7,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 74 candidate evidence rows with family counts: ACCESS:10; BLIND:1; BUILDING:3; GATE:10; PROPERTY:21; TRAIL:22; TRAIL_NOTE:7.",ev_trail_191a284645434a31 | ev_trail_note_fc2dd7efa9bdc54f | ev_access_bbc952e2678e44f5 | ev_building_6c8c89777ebb0225 | ev_blind_d20ad29feda8d417
case_1371e967dcff38c1,sanctuary_5517b0f7c2d52b,operations_facility_route,6,ND,NWR,76,BUILDING:7; PARKING:7; PROPERTY:14; ROAD:5; TRAIL:15; TRAIL_NOTE:4; WATER_LINE:24,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 76 candidate evidence rows with family counts: BUILDING:7; PARKING:7; PROPERTY:14; ROAD:5; TRAIL:15; TRAIL_NOTE:4; WATER_LINE:24.",ev_property_3d801838e8f7893f | ev_building_b16bbd8e6443004b | ev_road_347dd5f5637d3d90 | ev_water_line_24a82bd590996250
case_140b0a0b8268a19b,sanctuary_dd35159bfdea56,operations_facility_route,4,SC,NWR,45,ACCESS:2; BUILDING:1; GATE:2; PROPERTY:18; TRAIL:11; TRAIL_NOTE:11,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 45 candidate evidence rows with family counts: ACCESS:2; BUILDING:1; GATE:2; PROPERTY:18; TRAIL:11; TRAIL_NOTE:11.",ev_property_0c4117cfcfdf3791 | ev_building_eee4e9fd3b4bed59 | ev_gate_d0290e759ec852b6
case_14260b23b496fd9c,sanctuary_654173ab865605,operations_facility_route,3,MO,NWR,95,ACCESS:4; BUILDING:4; GATE:8; PARKING:11; PROPERTY:34; ROAD:4; TRAIL:10; TRAIL_NOTE:6; WATER_LINE:12; WATER_POINT:2,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 95 candidate evidence rows with family counts: ACCESS:4; BUILDING:4; GATE:8; PARKING:11; PROPERTY:34; ROAD:4; TRAIL:10; TRAIL_NOTE:6; WATER_LINE:12; WATER_POINT:2.",ev_property_10d0242f88cd4229 | ev_building_09aa7f1ab3a297cc | ev_gate_dd1bdf386825ee74 | ev_road_20a9959b38e27695 | ev_water_line_6f50384a5821a448 | ev_water_point_c16b6158f1a61a92
case_147bca1b2c560b2b,sanctuary_abfde31d6ebdf4,hydrology_repair_route,4,LA,NWR,162,ACCESS:6; BUILDING:8; GATE:10; PARKING:16; PROPERTY:61; ROAD:31; TRAIL:21; TRAIL_NOTE:8; WATER_LINE:1,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 162 candidate evidence rows with family counts: ACCESS:6; BUILDING:8; GATE:10; PARKING:16; PROPERTY:61; ROAD:31; TRAIL:21; TRAIL_NOTE:8; WATER_LINE:1.",ev_water_line_60b16a214279a8a3 | ev_access_f9123ba38345083b | ev_gate_d0b2903c5bf2b564 | ev_road_3f55492bb672fd32 | ev_parking_a086ece155fb069c
case_1495e1f79f56095f,sanctuary_6b3b19e43ad172,hydrology_repair_route,2,OK,NWR,103,ACCESS:5; BLIND:1; BUILDING:12; GATE:7; PARKING:14; PROPERTY:28; ROAD:8; TRAIL:7; TRAIL_NOTE:4; WATER_LINE:2; WATER_POINT:15,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 103 candidate evidence rows with family counts: ACCESS:5; BLIND:1; BUILDING:12; GATE:7; PARKING:14; PROPERTY:28; ROAD:8; TRAIL:7; TRAIL_NOTE:4; WATER_LINE:2; WATER_POINT:15.",ev_water_line_379502d384ec9120 | ev_water_point_da58b1f42add34e1 | ev_access_ad52d0b1a38c1096 | ev_gate_743c26849e2f6edb | ev_road_5e4ce04f897ecb3f | ev_parking_105711477c137953
case_1497a2bfe95c6dce,sanctuary_d8b5f4c5cf820c,hydrology_repair_route,5,NY,NWR,125,ACCESS:4; BLIND:2; BUILDING:6; GATE:8; PARKING:15; PROPERTY:55; ROAD:3; TRAIL:23; TRAIL_NOTE:9,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 125 candidate evidence rows with family counts: ACCESS:4; BLIND:2; BUILDING:6; GATE:8; PARKING:15; PROPERTY:55; ROAD:3; TRAIL:23; TRAIL_NOTE:9.",ev_access_5cb17672aab02f34 | ev_gate_186e0a0badd05142 | ev_road_2f40e7add9b27d92 | ev_parking_9d475d199e730b32
